title,content
焦點股：泰碩布局車用有成，今日帶量攻漲停,"【財訊快報／研究員林宛儀】泰碩(3338)近年佈局重心為手機熱板以及5G基地台散熱應用，今年前三季稅後盈餘1.15億元，年減38%，EPS僅有1.31元，不過，該公司第三季稅後淨利年增57.4%，營運逐步脫離谷底，且自結10月稅後盈餘為2000萬元，年增1.56倍，EPS達0.23元。市場傳言泰碩打入中國電動車龍頭大廠供應鏈，拿下中控平台散熱模組大單，泰碩因此緊急擴增產線，營運吃補，相關業務在中國車市發展看好。 今日股價開高走高，在早盤就亮燈漲停，創下反彈以來新高。由於下方的5日、10日及20日等短天期均線呈多頭排列，並持續向上揚升，且9日KD指標再度轉為交叉向上，短線對於多方有利。下檔先以56元左右為支撐，短壓在70元附近。"
美光與聯電和解，傳群聯有望受益，股價強勢漲停表態,"【財訊快報／記者李純君報導】美光與聯電(2303)和解，聯電將增加晶圓代工產能給美光的客戶，市場推估，相關受益者將包括群聯(8299)；受此利多加持，群聯開盤後不久，股價便直攻漲停的458.5元價位，直到收盤。 業界傳出，美光與聯電的官司和解，群聯執行長潘健成為此案的幕後推手，而值得注意的是，聯電與美光達成和解後，群聯有機會也受益，明年後年所取得的NAND控制晶片產能有機會增加，持續擴大市佔率，並帶動其業績與獲利持續向上成長。聯電與美光和解後，更宣布，雙方將為業務夥伴關係，聯電將替美光未來向車用、行動裝置以及關鍵客戶的產品供應取得保障。群聯向來是美光NAND搭配的控制晶片主要合作對象，但今年以來晶圓代工產能嚴重吃緊，尤其NAND控制晶片主要在12、28、40、50、65奈米等製程產出，因此對於群聯等廠商來說，若能爭取到越多的產能，在後續的營運成長上，就能吃下定心丸。群聯在NAND控制晶片的代工產能，源自台積電(2330)與聯電；在聯電部分，主要是進行28、40、50、65奈米等成熟製程的投片，生產SATA的SSD、eMMC、USB等控制晶片，法人圈傳出，明年自聯電取得的產能有望較今年多出一到兩成，而受美光與聯電和解效益的挹注，若明年群聯能自聯電端再取得更多的產能，則對群聯2022年以後的營運有顯著的加分效果，遂在此利多題材加持下，群聯今天股價表現十分強勢。<BR>"
"國發基金參與私募 元晶一度漲停帶動太陽能股齊揚","（中央社記者張建中新竹2021年12月3日電）太陽能廠元晶 (6443) 私募案完成募集，籌得近新台幣6.15億元，獲行政院國發基金認購，股價一度強攻漲停，帶動太陽能族群股價齊揚。元晶這次私募2589萬股，每股23.75元發行，籌得近6.15億元，將用以擴充新一代大尺寸高效能太陽能產品產能。元晶私募約31%由國發基金投資，其餘由國內太陽能上下游供應鏈廠商組成的昱昇創能認購。國發基金參與元晶私募增資，市場解讀政府政策支持綠能發展及台灣太陽能製造業。元晶今天在市場買盤積極湧入下，股價表現強勁，一度攻上漲停，達39.65元，帶動太陽能族群股價齊揚。安集 (6477) 股價也一度攻上漲停，達45.65元。聯合再生 (3576) 及茂迪 (6244) 股價分別達22.1元及36.45元，漲幅達8.06%及9.45%。"
"《其他股》搶攻印度+明年超車 萬年清衝漲停","【時報記者郭鴻慧台北報導】廢水處理工程廠萬年清(6624)攜手XH2O搶攻印度市場商機，今日股價開高走高，一度衝上漲停板35.85元。展望2022年，在疫情趨緩，越南案子進度將會加快，及台灣半導體業設廠，對廢水處理需求增加之下，法人看好，營運表現將優於今年。萬年清在印度市場已經耕耘了十年，在當地Gujarat州工業區有一個案子，目前水質已達標，現在正在最後的階段，今年會完成驗收，這個日處理水量達30,000 CMD的指標性案場驗收完成後，將有實際案例可供印度客戶參考，未來對更進一步打入印度廢水市場將十分有利。萬年清與印度廢水工程廠商XH2O Solutions簽署合資備忘錄(MOU)，雙方合資在印度Ahmedabad成立「Ever Clear-XH2O」公司，萬年清持有過半股權。據規劃，萬年清未來將出關鍵設備和相關的設計圖，至於沒有那麼重要的設備將在當地生產，如此一來，可以省掉更多的運費，將會更有競爭力。萬年清海外營收占比達7成以上，今年越南因疫情嚴峻影響，案子談的進度較慢，目前當地疫情已經趨緩，陸續恢復進度，將有利明年的表現。在台灣市場方面，半導體產業近期擴廠消息不斷，廢水工程需求量也隨之增加，對萬年清而言，業績也有正面的幫助，公司強調，除了科技業外，也是會持續耕耘傳統產業，如造紙業對廢水處理要求仍高。"
"《熱門族群》德微漲停飆車 二極體股同嗨",【時報記者張漢綺台北報導】德微(3675)前10月合併營收為16.89億元，年增33.42%，公司將於12月30日舉行「達爾集團暨德微科技法說會」，由於車用等新產品出貨持續放量，德微明年營運展望樂觀，近期投信亦買超力挺，今天盤中股價強攻漲停板，帶動二極體族群連袂走高。車用電子、保護元件ESD與MosFET等產品出貨暢旺，德微今年業績逐季攀高，今年前3季稅後盈餘為2.27億元，每股盈餘為5.12元，累計前10月合併營收為16.89億元，年增33.42%，由於應用於充電樁的SiC產品將於第4季開始量產出貨，德微第4季營收與獲利可望再創單季新高，全年業績亦可望創下新高。德微將於12月30日舉行「達爾集團暨德微科技法說會」，說明集團佈局及明年營運展望，德微表示，目前訂單已排到明年上半年，只要產業鏈沒有太大意外，明年業績成長可期。由於德微業績表現不俗，近期投信持續加碼，今天盤中股價強攻漲停板，強茂(2481)及台半(5425)二極體廠也同步大漲。
萬年清佈局印度市場，500萬美元訂單積極洽談中，激勵股價奔漲停,"【財訊快報／記者陳浩寧報導】萬年清(6624)宣布攜手印度廢水工程案業主XH2O Solutions成立印度子公司，強化印度廢水市場佈局，激勵今日盤中股價攻上漲停，最高來到35.85元，漲幅9.97%。萬年清指出，未來在印度市場將以子公司接案為主，目前已有一個逾500萬美元的案子正在積極洽談中，看好未來印度廢水處理市場需求。 萬年清以往海外地區營收占比多超過七成以上，今年起因疫情影響，國際需求端暫緩資本支出，然全球廢水處理需求仍為正成長趨勢，公司積極拓展海外市場腳步未曾停止，因而攜手印度廢水工程案業主進軍印度成立子公司。萬年清提到，目前有在印度有一個約4000萬的案子會在今年預計驗收，但由於是先前接案，因此營收主要貢獻在之前年度，目前在印度則有一個約500萬美元的案子在積極洽談中，目前還未正式接案，而未來也將透過新成立的印度子公司就近服務在地台商，持續擴大市佔率。<BR>"
焦點股：11月營收大成長，華興今日亮燈漲停,"【財訊快報／研究員林宛儀】華興(6164)是LED封裝及模組廠，今年前三季EPS為0.16元，相較去年同期轉虧為盈。展望第四季，業績可望持穩於第三季的旺季水準，已公告11月營收為0.89億元，月增37.5%、年增41.6%，全年轉虧為盈應無問題。展望明年，照明內銷成長目標達50%~60%，UV LED新事業占營收比重將從今年的1.5~2%提升至明年的10~15%，在兩大成長動能挹注下，明年業績將優於今年。 今日股價開高走高，在早盤就亮燈漲停，並突破平台整理區。由於下方的5日、10日及20日等短天期均線呈多頭排列，並持續向上揚升，且9日KD指標在11月底轉為黃金交叉後，目前仍持續向上揚升，短線對於多方有利。下檔先以13.5～14元為支撐，較大壓力在前波高點20.9元附近。"
華孚11月營收2.88億寫35個月新高，新能源車動能強勁，股價再奔漲停,"【財訊快報／記者王宜弘報導】在新能源車貢獻大增之下，金屬機殼廠華孚(6235)11月合併營收以2.88億元創下35個月以來新高紀錄，較上月增加10.63%，較同期成長35%。 累計該公司前11月合併營收為25.06億元，年增逾44%。該股因新能源車業績大增激勵，上週連續跳空鎖漲停，週一(6日)再拉一根漲停板來到28.05元價位，短線飆升逾4成。華孚稍早召開線上法說會揭露其前三季營運狀況，其中在新能源車業務方面，占比至第三季已拉升到37%創高，加上傳統燃油車機構件產品線，整體車載業務佔比已突破八成。如以第三季華孚合併營收6.59億元計算，新能源車業務貢獻營收逾2.4億元，同比翻倍升。在新能源車機構零部件業務成長前景看好之下，華孚持續擴大馬鞍山廠的產能投資，馬鞍山二廠明年取得土地，4月份將開始動工興建廠房，年底即可陸續竣工並交付使用。<BR>"
基本面穩健加溫＋代工族群輪流表態，茂矽爆量漲停鎖住,"【財訊快報／記者李純君報導】受惠於力積電(6770)上市帶起的類股群漲效應，加以基本面持續漸入佳境，小尺寸晶圓代工廠茂矽(2342)，今日在強勁買盤的帶動下，12點攻上漲停的54.2元的價位鎖住，成交量更放大到超過2.9萬張。 力積電是目前是台灣第三大，也是全球第六大晶圓代工廠，而至今，在台灣的股票交易市場中有台積電(2330)、聯電(2303)、世界先進(5347)與力積電四家晶圓代工廠，以及漢磊(3707)、茂矽、元隆(6287)等中小尺吋晶圓代工廠。由於晶圓代工產業供不應求態勢顯現，明年可望持續量價齊揚，加上力積電於今日的上市，投資市場高度聚焦晶圓代工產業，包括台積電、聯電、世界先進、漢磊等廠，上週股價均提前上漲。受惠於MOSFET、二極體與IGBT等產品對晶圓代工需求暢旺，產能滿載，且漲價效應，茂矽第三季營收5.32億元，季增11.3%，年增8%，毛利率29.52%，季增5.98 個百分點，年增3.87個百分點，營益率18.39%，稅後獲利9497萬元，季增3倍，年減68%，每股淨利0.61元，累計今年前三季稅後獲利1.62億元，年增1.6倍，每股淨利1.04元。<BR>"
傳日本車載客戶訂單能見度已達2023年首季，普誠漲停慶祝,"【財訊快報／記者李純君報導】半導體設計業者普誠(6129)，今日午盤因傳出日本車用客戶的訂單可見度已經達到2023年首季，受此利多加持下，尾盤股價帶量上攻，收盤時已經攻上漲停的34.75元價位，上漲3.15元。 受惠於中國市場需求回溫，帶動普誠去年第四季影音與電源管理晶片出貨大增，更順利自去年第四季起由虧轉盈，而進入2021年後，則因車用儀表板、車用抬頭顯示器，以及大陸白色家電、吊扇等客戶需求強勁帶動下，營運持續走揚。普誠今年前三季獲利7726萬元，每股淨利0.43元，而就目前營運展望部分，公司提到，利空變數是晶圓代工產能吃緊，以及大陸客戶需求降溫，但車用電子端接單持續強勁，尤其日本車載客戶訂單能見度已經達2023年第一季，受此利多加持，股價大漲表態。<BR>"
焦點股：訂單能見度直達明年Q2，皇將今日亮燈漲停,"【財訊快報／研究員林宛儀】皇將(4744)是製藥包裝設備廠，受惠於美國市場需求持續熱絡、印度市場開始復甦，下半年營收快速加溫，11月營收達1.37億元，創下今年以來新高，並較去年同期大增106.9%，預期第四季是今年表現最好的一季。進入後疫情時代，皇將也加速原本規劃的市場布局，獨家代理韓國昌誠第一大軟膠囊成型機已有營收貢獻，進軍歐洲市場的腳步也將加快，歐洲直營中心預計明年上半年完成設置，隨著各國恢復舉辦展覽，皇將也開始參展接單，目前接單能見度已看到明年第二季。 今日一開盤就跳空大漲，並迅速攻上漲停價位。由於下方的5日、10日及20日等短天期均線呈多頭排列，並持續向上揚升，且9日KD指標於今日轉為交叉向上，短線對於多方有利。下檔先以28元附近為支撐。<BR>"
"高端盤中衝漲停 生技股強強滾","（中央社記者韓婷婷台北2021年12月8日電）國產疫苗高端 (6547) 三期臨床及國際能見度都持續正向進展，還傳出被WHO直接「冠名」，激勵今天股價強勢亮燈漲停，母公司基亞跟進漲停，推動生技新藥類股人氣大增，上櫃生技指數大漲逾3%，居類股之冠。高端COVID-19疫苗近來陸續獲國際機構青睞，包括獲選為世界衛生組織（WHO）團結試驗疫苗（Solidarity Trial Vaccines）、澳洲授予審查資格認定， 加速申請疫苗緊急使用許可（provisionalapproval，類似EUA）、獲流行病預防創新聯盟（CEPI）提供230萬美元，補助進行第三針混打試驗。高端近日第7次受邀參與「WHO cepi covax流行病預防創新聯盟的磋商會議」，在世衛組織官方網站呈現的名稱為WHO Covid-19 vaccine research（medigen），中文為「世衛組織Covid-19疫苗研究（高端）」，被專家認為是一大進展。高端今天受此激勵，股價開高震盪走高，盤中強攻漲停價279元，帶動母公司基亞 (3176) 跟著亮燈漲停，股價來到58.4元，連帶相關供應鏈台康生技 (6589) 漲幅也超過7%。生技類股整體表現相當亮眼，日前獲得美國藥證的藥華藥 (6446) 今天持續強勢，早盤上漲逾5%，首度突破300元關卡，短短一個月時間股價從不到百元衝上300元大關，足足翻了2倍。大陸藥證審查、授權、FB825的期中報告等進入到數計時的合一 (4743) 今天漲幅也在4%至5%水準，股價重返300元大關。同為新藥類股的浩鼎 (4174) 今天盤中漲幅超過8%，連2天拉出長紅K棒，表現相當強勢，共同推動上櫃生技類股指數大漲逾3%，早盤一度衝上190.14點，創下2020年7月中以來1年多來新高點。"
焦點股：利機各大產品線成長強勁，今年獲利拚新高，股價衝漲停,"【財訊快報／研究員莊家源】利機(3444)為半導體材料通路商，公告11月營收1.01億元，月增2.78%，年增11.15%，創近十年來同期新高。主要受惠封測需求依舊強勁，推升利機營運動能，三大主力產品均同步成長，其中均熱片、導線架與去年同期相比成長幅度達94%、66%，且驅動IC需求呈現回溫現象，BT載板材料表現仍續強，記憶體、邏輯IC載板，較去年同期成長達68%，對第四季毛利率有望顯著提升。另外，自有產品低溫燒結銀膠具有高導熱、高效率、抗高溫等特點，已成為第三代半導體的主要材料之一，成功送樣國際前十大廠商，國內也成功通過溫感晶片廠商的認證，預計最快明年第一季可開始出貨，對營收產生實質貢獻。法人預估，Q4營收仍可維持高檔，全年可望達成營收獲利雙成長並改寫年度歷史新高記錄。 近期股價回測月線有守，今日股價攻勢再起，盤中衝上漲停價67.9元，收復5日線。目前周線黑K縮腳，收長下影線，短線上股價應能維持強勁走勢。"
低軌道發燒，昇達科大漲8%創192.5元新高價，芮特-KY子憑母貴飆漲停,"【財訊快報／記者何美如報導】微波高頻元件設計商昇達科(3491)一把抓低軌道衛星商機，三大客戶涵蓋軍用、通訊及飛航領域，明年出貨大成長，獲利有機會拚翻倍，今日盤中再度飆漲8%，創下192.5元新高。子公司芮特-KY(6514)子憑母貴，外界看好也將受惠低軌道衛星商機，今日盤中股價再飆漲停，衝上75.5元創兩年新高。 昇達科10月26日法說會釋利多，透露低軌道衛星產品訂單大好，股價從一路飆漲，今日盤中股價再度飆漲8%，創下192.5元歷史新高，從10月26日94.3元起漲，波段漲幅已達104%。子公司芮特-KY盤中股價再飆漲停75.5元，創兩年新高，10月26日43.7元起漲迄今，波段漲幅72%。昇達科客戶涵蓋軍用、通訊及飛航領域，除了外界熟知的SpaceX、Oneweb，Amazon第四季也開始出貨，陸續拿到兩筆訂單，明年三大客戶齊發酵，此營收貢獻可望從今年的4千萬元翻十倍，毛利率更遠高於目前平均，加上4G、5G網路回傳建置持續成長，歐美及中東客戶訂單看增，明年EPS坐七望八，獲利有機會拚翻。芮特受到IC短缺影響，客戶拉貨進度延後，前三季營收5.92億元，仍成長2.32%，毛利率26.53%，稅後淨利6956萬元，更較去年同期增長40%，每股盈餘2.32元。在歐美逐步回復經濟活動下，芮特已見到區域客戶訂單加速釋出，好第四季及明年營收與獲利成長將延續佳績，而低軌道衛星短期貢獻雖小，但為來隨著低軌道衛星發射量增加，開始佈建用戶接收端設備，將會拉動天線相關需求。<BR>"
"《電子零件》建舜電 買盤搶進攻漲停","【時報-台北電】建舜電（3322）受惠客戶需求強勁，11月營收4.3億元、年增38.1％，創下單月歷史新高，市場看好該公司第四季整體營運續強可期，2022年會更進一步成長，10日在市場買盤強力推升下，尾盤鎖住19.95元漲停板，若多方籌碼持續挹注，挑戰前高可期。建舜電今年主要成長動能來自疫情推動的居家辦公、遠端教學，相關視訊設備或是宅經濟Gaming需求持續增加，展望2022年，公司先前指出，由於客戶需求依舊強勁，訂單能見度明朗，樂觀看向明年第二季沒問題，若客戶訂單再增加，就會啟動泰國廠二期擴建。（王賜麟）(新聞來源 : 工商時報一王賜麟)"
立凱-KY減資新股上市，股價跳空漲停鎖住,"【財訊快報／記者戴海茜報導】磷酸系鋰電材料製造商立凱-KY(5227)減資34.85%，今天新股掛牌上市，股價開盤跳漲空漲停，以73.4元攻頂鎖住。 立凱電這次減資比例約34.85%，減資後資本額為6億元，減資調整後累積虧損降為1.13億元。立凱電自結11月合併營收為4700萬元，創26個月來新高，較去年同期成長230%，較上月成長40%。累計前11月合併營收為2.56億元，較去年同期成長98%。立凱電因切入利基市場，單月營收自7月起穩步回溫，11月營收連續3個月較上月正成長，也明顯較去年同期攀高。"
中經會釋政策利多，中國A股基建類股盤中大漲，長江電力漲停,"【財訊快報／陳孟朔】中央經濟工作會(中經會)議提出“適度超前開展基礎設施投資”，提振中國A股基建類股週一大幅拉升，滬深300基建主題指數大漲4.1%，中證基建工程指數急漲3%，而以電力股為主的滬深300公用事業(一級行業)指數大漲近7%。 長江電力(滬股代碼600900)漲停，中國電建(滬股代碼601669)急漲近8%，華能國際(滬股代碼600011)漲超過7%，中國交建(滬股代碼601800)漲逾4%，中國中鐵(滬股代碼601390)和中國鐵建(滬股代碼601186)皆漲逾2%。2022年是中共20大召開的中國政府換屆年，在疫情仍在反覆，經濟下行不止的當下，上週五閉幕的中央經濟工作會議提到經濟發展面臨“需求收縮、供給衝擊、預期轉弱”三重壓力，突現高層對明年這一特殊年份經濟形勢的擔憂。在這個重量級會議上，“三重壓力”和“資本市場紅綠燈”的表述都是比較新的，而財政貨幣政策的表述雖然基調與以往相同，但對比之下仍能看出結構鬆動之意，包括實施新的減稅降費政策；保證財政支出強度，加快支出進度；適度超前開展基礎設施投資等。<BR>"
"《通信網路》低軌衛星助陣 昇達科、芮特-KY鎖漲停",【時報記者王逸芯台北報導】昇達科(3491)挾低軌衛星題材，今(13)日早盤後即一路鎖死漲停204.5元，也帶動旗下芮特-KY(6514)也攻上漲停、鎖住83元。昇達科明年低軌衛星營收在出貨增溫下，可望相較今年成長翻逾11倍，芮特-KY也預計長線在低軌道衛星發射量增加下，也會拉動天線需求。昇達科手握三家低軌衛星大單，且都已經進入出貨階段，可以說是台灣網通第一家，客戶涵蓋軍用、通訊及飛航領域，除了外界熟知的SpaceX、Oneweb外，亞馬遜也預計本季開始出貨，昇達科預計明年在三大客戶貢獻下，低軌衛星營收貢獻可望大翻逾11倍之多，其中最大宗貢獻來自於SpaceX，加上4G、5G網路回傳建置持續成長，以及歐美及中東客戶訂單看增，法人看好明年每股獲利上看逾7元水準。昇達科今年前三季每股賺2.93元，預計12月會繼續成長，故第四季應該相較第三季會有雙位數成長。昇達科2022年看好大部分成長都會來自低軌衛星，整體營收規模成長朝向2成靠攏，且低軌衛星毛利率明顯高於平均，使得昇達科明年營收、獲利的成長均有表現空間。芮特-KY儘管面臨IC缺料問題，但累計前三季營收仍為5.92億元，年成長2.32%，平均毛利率為26.53%，累計稅後淨利6956萬元、較去年同期增長40%，每股盈餘2.32元。在疫苗於全球普遍施打下，歐美經濟活動回復，芮特-KY已見到區域客戶訂單加速釋出，好第四季及明年營收與獲利成長將延續佳績，而低軌道衛星短期貢獻雖小，但為來隨著低軌道衛星發射量增加預計，也會拉動天線需求。
"《電腦設備》第5根漲停打開 浩鑫仍比台股強",【時報記者任珮云台北報導】受惠元宇宙題材，浩鑫（2405）股價自8日起連飆4根漲停，今早在大盤轉弱且外資日前趁機倒貨逾3000張，浩鑫股價結束連4紅，但相對大盤翻黑的走勢，浩鑫早盤在打開第5根漲停後，仍維持近半根停板的漲勢。今早最高價為20.45元。浩鑫11月合併營收新台幣1.94億元，受惠歐美經濟逐步復甦，就業市場持續好轉下，11月合併營收相較去年同期大幅成長42.27％；浩鑫累計1-11月合併營收17.15億元，年增率為11.31％，公司預期全年合併營收雙位數成長可期。疫情帶動了數位化及自動化的趨勢，近期的元宇宙議題更牽動AR/VR、AI、邊緣運算等技術發展，驅動浩鑫中高階產品在歐美市場的銷售力道。浩鑫迷你電腦產品主要以產業應用為主，在效能、穩定性與擴展性上都有獨特的表現，一直以來，產品就被許多客戶整合在例如商用VR、AI機器視覺、邊緣運算的方案中，為終端應用提供穩定的運算效能。浩鑫13日公告11月自結，受惠歐美經濟復甦，電腦產品需求回溫，加上醫療事業貢獻下，11月維持獲利，單月稅後純益達約500萬元、每股純益達約0.01元。
"NFT數位資產正夯！宏達電跨藝術交易市場 歐買尬亮燈漲停","隨著元宇宙話題發酵，數位資產逐漸受到市場矚目。宏達電（2498）今（15）日宣布旗下產品VIVE Arts推出全新「全球化NFT藝術品交易平台」，跨入數位藝術領域。無獨有偶，遊戲廠商歐買尬（3687）也搶進NFT產品，今日股價亮燈漲停，創下波段新高。宏達電漲幅也有2%。宏達電表示，此平台主要為結合最新的數位科技，建構完整的數位藝術生態系統，支持藝術家和藝文機構以全新模式創作、展示和銷售創新藝術作品。今年數位市場屢屢傳出另業界驚嘆的交易訊息，如3月佳士得拍賣數位藝術家Beeple所創作的藝術品NFT，拍出6,990萬美元高價。Twitter前執行長傑克（Jack Dorsey）也曾以15年前首條推文所創建的推文NFT，在競標後以291萬美元售出。在亞洲包括歌手畢書盡近日也發行NFT紀念商品。歐買尬則是結合旗下超人氣經典MMORPG遊戲《LUNA Online》推出限量「LUNA Forever典藏時裝派對」遊戲NFT產品。宏達電也指出，該平台首場拍賣會將於2021年12月17日舉行，與慕夏基金會合作推出已故捷克著名藝術家阿爾豐斯·慕夏（Alphonse Mucha 1860–1939）精選作品限量版NFT收藏。宏達電說明，首場拍賣與慕夏基金會及聯合數位文創在台北合辦的《永恆慕夏-線條的魔術》實體展覽同步舉行。此外，並於展覽期間不定期推出新的NFT數位作品，將會以專場拍賣形式壓軸登場。VIVE Arts總監葉心宇進一步說， NFT藝術品交易平台將結合VIVE Arts在文化領域中的豐富經驗，以及HTC區塊鏈技術與產業專業知識。意味VIVE Arts將邁入全新階段里程碑。希望建立一個整體性的藝術及文化生態系統，全力支持藝術家及創作者，從藝術品的生成到發布銷售皆能全程於平台上獲得完整服務。慕夏基金會執行董事馬庫斯·慕夏則透露，曾祖父阿爾豐斯·慕夏是一個發自內心的熱情創新者。除了開啟世界上第一個真正的全球性設計運動－新藝術運動外，一生都生活在藝術和技術的交匯點上，他甚至曾讓盧米埃兄弟（Lumiere brothers'）在他位於巴黎工作室中進行他們早期的電影拍攝實驗。很高興能繼續與HTC VIVE Arts團隊合作，「我的曾祖父若還在世，這些新穎的形式毫無疑問也會令他著迷。」藝術愛好者、收藏家和買家等將可透過VIVE Arts官網連結至此平台，首批限量NFT作品包括阿爾豐斯·慕夏最受歡迎的系列畫作－《茶花女》、《夢幻》和《藝術四女神：音樂、詩歌、繪畫與舞蹈》。後續預計每月推出新的NFT藝術作品，包括更多慕夏代表性的作品，如：《十二星座》、《月亮和星星》系列、《工作》、以及為知名劇場女伶莎拉・貝恩哈德（Sarah Bernhardt）繪製《吉絲夢妲Gismonda》劇場海報。另還會展示包括影像藝術家Marco Brambilla、新媒體藝術家Nancy Baker Cahill、倫敦和柏林的藝術團體Keiken、意大利當代藝術家Carola Bonfili、華裔跨界男聲女高音藝術家JU-EH、倫敦影像藝術家Suki Chan、臺灣新媒體藝術家Musquiqui Chihying、英國藝術家Elliot Dodd、美國當代藝術家Ted Lawson等作品。"
"《通信網路》明年營收拚400億元 智易飆漲停",【時報記者王逸芯台北報導】智易(3596)有鑒於2022年網路頻寬、規格升級需求持續加大，5G也會開始放量，智易在三大市場持續成長加持下，明年營收再拚雙位數成長、甚至挑戰400億元大關，今(15)日接近午盤攻上漲停鎖住。智易累計前三季營收286.5億元、年增加14.39%，每股盈餘6.4元、年增加10%，智易預估今年第四季會和第三季表現持平。智易看好明年在光纖寬頻、WiFi6、5G等領域均具有成長動能，5G更是重要驅動引擎，明年進入真正放量的一年，FWA明年量會有不錯成長，全年營收會繼續維持兩位數成長，目前訂單能見度已經看到明年第四季，力拚優於同業，不僅如此，假設明年料況順利，法人更看好，全年營收將飛越四百億元大關。在市場占比上，智易也持續調整，過去歐洲占比一半以上，明年業績繼續成長，但占比會降至4成多，美洲、亞太區域占比預估各為3成多和2成左右。面對缺料，智易預估，第四季到明年上半年的料況還是很吃緊，但明年狀況會越來越好，公司也持續優化產品組合，與客戶溝通。
"在美蓋新廠、增產車用電池銅箔 日本電解一度漲停","MoneyDJ新聞 2021-12-15 13:40:43 記者 蔡承啟 報導日本電解銅箔專業廠商日本電解(Nippon Denkai、5759.JP)宣布在美國蓋新廠、增產車載電池用銅箔，激勵今日股價狂飆、一度亮燈漲停。根據Yahoo Finance的報價顯示，截至台北時間15日13點20分為止，日本電解飆漲5.96%至4,270日圓，稍早最高漲至4,730日圓(飆漲700日圓)、亮燈漲停。日本電解15日發布新聞稿宣布，為了擴增美國車載電池用銅箔供應能力、將在美國子公司「Denkai America Inc」現有的廠區內興建一座新工廠，而該座新工廠生產的車載電池用銅箔產品預定將供應給美國國內的電池大廠使用。日本電解表示，該座新工廠將位於南卡羅萊納州、設備投資額約1.4億美元(約150億日圓)，將在2022年春天動工、2023年夏天完工，預計2024年度開始進行量產，車載電池用銅箔年產能約9,000噸。日本電解於2020年3月收購美國電解銅箔廠商(現改名為Denkai America)、並對其設備進行改造，將成為日本電解位於美國的首座車載電池用銅箔據點、預計2022年度內開始進行量產。據日本電解公布的資料顯示，目前日本電解整體銅箔(車載電池用銅箔+基板用銅箔)月產能為1,100噸(其中日本月產能為750噸、美國為350噸)。日本電解社長中島英雄曾於6月25日舉行的記者會上表示，「目標讓使用於電動車(EV)的車載電池用銅箔和基板用銅箔的高階產品進一步成長」，中島英雄並稱，「美國市場為藍海」。關於今後車載電池用銅箔展望，中島英雄表示，「銅箔使用於鋰離子電池的負極集電體，在日美市場上，負極集電體市場將以年率約20%的速度呈現成長。競爭對手今後若要進軍美國市場的話，必須從頭進行環境影響評估、或是培育員工。在這點上、領先者的優勢很大。將依據該優勢，把美國市場視為競爭未激化的藍海來開拓」。日本電解11月10日宣布，因全球晶片短缺、零件供應鏈停滯，導致xEV(電動化車款)廠商減產，加上晶片短缺、美中貿易談判長期化，造成來自智慧手機的需求低迷，拖累該公司產品需求遜於原先預期，因此將今年度(2021年4月-2022年3月)合併營益目標自原先預估的13.04億日圓下修至10.51億日圓(將年增99.4%)、合併純益目標也自8.73億日圓下修至8.43億日圓(將年增335.9%)，合併營收則因銅材料價格揚升幅度高於產品數量減少幅度、因此自188.60億日圓上修至202.82億日圓(將年增39.1%)。日本電解將今年度產品產量目標自1萬2,512噸下修至1萬1,885噸，銅價目標自760日圓/kg上調至1,080日圓/kg。＊編者按：本文僅供參考之用，並不構成要約、招攬或邀請、誘使、任何不論種類或形式之申述或訂立任何建議及推薦，讀者務請運用個人獨立思考能力，自行作出投資決定，如因相關建議招致損失，概與《精實財經媒體》、編者及作者無涉。"
"《商情》紐約期棉漲停 觸及二周高價",【時報-台北電】周四紐約棉花期貨漲停，並觸及二周高價，受美元回跌至一周低低，以及美國銷售良好，加上出貨量也逐漸回溫，國際油價強勁反彈，也為期棉市場帶來支撐；美國紐約棉花交易所(NYCE/ICE)3月棉花期貨收漲3.7%，收盤每磅109.68美分，5月棉花期貨收漲3.4%，收盤每磅107.93美分。據美國農業部周出口銷售報告顯示，美國今年市場年度棉花出口銷售增28.64萬包，雖然較前一周減少25%，不過前四周均值增長5%，而美國陸地棉出口裝船量為13.15萬包，較前一周增加15%，並較前四周均值增加46%。中國鄭州商品期貨1月期棉結算價收報每公噸21155元人民幣，與前一日增加140元人民幣。庫存方面，截至12月15日，ICE登記庫存8007包，與前一日持平。(編輯整理：鄧凱綺)(商品行情網)
焦點股：腦瘤新藥獲FDA孤兒藥認證，生華科今日跳空漲停,"【財訊快報／研究員林宛儀】生華科(6492)開發中新藥Silmitasertib(CX-4945)傳出捷報，昨日公告獲得美國FDA正式授與治療髓母細胞瘤適應症的孤兒藥資格認定，根據這項資格認定，可以獲得美國FDA給予更多行政協助及市場專賣保護期等優惠措施，未來Silmitasertib獲得上市許可後，將享有七年的美國市場專賣獨占權。Silmitasertib用於治療髓母細胞瘤，而髓母細胞瘤是一種惡性兒童腦瘤，目前尚無針對治療髓母細胞瘤之標靶藥物核准上市。 今日一開盤就跳空漲停，順利站上季線。由於下方的5日、10日及20日等短天期均線呈多頭排列，並持續向上揚升，且9日KD指標在本月7日轉為黃金交叉後，目前仍持續向上揚升，短線對於多方有利。下檔先以100元整數大關為支撐。<BR>"
